!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
ufgâbe	NA
ufheischunge	NA
uflouf	NA
ufvart	NA
ufvarttage	NA
ufverte	NA
ufwert	AVD
uhten	NA
uia	FM
uiam	FM
uidentibus	FM
uidere	FM
uidet	FM
uidimus	FM
uigiliis	FM
uirga	FM
uirgilie	FM
uirgine	FM
uirtus	FM
uirtutum	FM
uitam	FM
uitas	FM
uiuat	FM
uiuentium	FM
uiuit	FM
uix	FM
uligen	NA
ullam	FM
ullis	DIA
umb	APPR
umb daz	KOUS
umbe	PAVAP;APPR;PTKVZ;AVD
umbe daz	KOUS
umbedrabeten	VVFIN
umbeganc	NA
umbegange	NA
umbegangen	VVFIN;VVPP
umbeganges	NA
umbegap	VVFIN
umbegeben	VVINF;VVPP
umbegebent	VVFIN
umbegebenten	ADJS
umbegebentes	ADJN
umbegebes	VVFIN
umbegebillich	ADJA
umbegeint	VVFIN
umbegeit	VVFIN
umbegengen	NA
umbegengæren	NA
umbegibe	VVFIN
umbegibet	VVFIN
umbegienc	VVFIN
umbegiengen	VVFIN
umbegip	VVIMP
umbegraben	VVPP
umbegrabent	VVFIN
umbegreif	VVFIN
umbegrîfen	VVINF
umbegrîfet	VVFIN
umbegurt	VVPP
umbegâben	VVFIN
umbegân	VVINF;VVFIN
umbegânt	VVFIN
umbegât	VVFIN
umbegæbe	VVFIN
umbegê	VVFIN
umbegên	VVINF
umbegênder	ADJA
umbegênt	VVFIN
umbegürten	VVFIN
umbegürtest	VVFIN
umbegürtet	VVPP
umbehaben	VVFIN;VVINF
umbehabente	ADJS
umbehabentes	ADJA
umbehabet	VVIMP;VVFIN
umbehabeten	VVFIN
umbehalbet	VVFIN;VVPP
umbehalbeten	VVFIN
umbehalsen	NA;VVINF
umbehalsungen	NA
umbehanc	NA
umbehang	NA
umbehange	NA
umbehangen	NA
umbehebet	VVPP
umbehelsent	VVIMP
umbehelset	VVFIN
umbehelsungen	NA
umbehenge	NA
umbehüllet	VVFIN
umbejage	NA
umbekleit	NA
umbekreiz	NA
umbekreize	NA
umbekreizen	NA
umbekreizet	VVFIN
umbekreizte	VVFIN
umbekârt	VVPP
umbekêr	NA
umbekêre	NA;VVFIN
umbekünincrîche	NA
umbeleger	NA
umbeleget	VVIMP
umbeleit	VVPP
umbeligent	VVFIN
umbelobene	NA
umbelouf	NA
umbeloufe	NA
umbelâgen	VVFIN
umbemezzen	VVPP
umbemûrt	VVPP
umbemûrte	VVFIN
umbequæme	VVFIN
umberede	NA
umbereit	VVFIN
umberinc	NA
umberinge	NA
umberingen	VVINF;VVFIN
umberinges	NA
umberinget	VVFIN;VVPP
umberingeten	VVFIN
umberüeret	VVFIN
umbesante	VVFIN
umbesaz	VVFIN
umbeschein	VVFIN
umbeschrift	NA
umbeschrîben	VVINF
umbesetzunge	NA
umbesezzen	NA;VVPP
umbeslozzen	ADJN
umbeslozzenen	ADJA
umbeslôz	VVFIN
umbestalt	ADJN
umbestandene	NA
umbestanten	VVPP
umbestantentes	ADJA
umbestecket	VVPP
umbestrîchet	VVFIN
umbestuonden	VVFIN
umbestuonten	VVFIN
umbestêenten	ADJA
umbestênten	ADJS
umbestêunge	NA
umbesunst	AVD
umbesus	AVD
umbesust	AVD
umbeswanc	NA
umbesweif	NA
umbesweife	NA
umbesweifen	VVINF
umbesweifte	NA
umbeswief	VVFIN
umbesâzen	VVFIN
umbesæzen	NA
umbeteilent	VVFIN
umbetraget	VVIMP
umbetrâten	VVFIN
umbetwanc	VVFIN
umbevanc	NA
umbevange	NA
umbevangen	ADJD;VVFIN;VVPP
umbevaren	VVPP
umbevarent	VVFIN
umbevarnt	VVFIN
umbevart	NA
umbeveit	VVFIN
umbevert	VVFIN
umbeverte	NA
umbevie	VVFIN
umbevienc	VVFIN
umbevieng	VVFIN
umbevienge	VVFIN
umbeviengen	VVFIN
umbevliuzet	VVFIN
umbevlozzen	VVPP
umbevlôz	VVFIN
umbevrideten	ADJA
umbevrâgen	VVINF
umbevuor	VVFIN
umbevâhe	VVFIN
umbevâhen	VVINF;VVPP;NA;VVFIN
umbevâhet	VVIMP
umbevæhet	VVFIN
umbevüeren	VVINF
umbevüeret	VVFIN
umbewant	VVFIN
umbewebetiu	ADJA
umbewege	NA
umbewinden	VVFIN
umbewint	VVIMP
umbewollen	ADJN;VVPP
umbeworeht	VVPP
umbeworht	VVPP
umbewunden	VVPP
umbezimberet	VVPP
umbeziunet	VVPP
umbezogen	VVPP
umbezôch	VVFIN
umbilicum	NA
umbra	NA
umbrâl	NA
umbrâle	NA
ummer	AVD
ump	PAVAP;PTKVZ;APPR;AVD
una	CARDA;ADJA;FM
unabenamelîcher	ADJA
unam	CARDA;ADJA;FM
unanemes	--
unangestlîchen	AVD
unantlæzlich	ADJA
unarbeitsam	ADJD
unarcwænic	ADJD
unart	NA
unarticheit	NA
unbaere	ADJD
unbalde	NA
unbarmelîche	AVD
unbarmherziclîche	AVD
unbarmlîche	ADJA
unbaten	NA
unbedecketen	ADJA
unbedinget	ADJD
unbedrozzen	ADJN;ADJD;ADJA
unbedwungen	ADJD
unbedwungenheite	NA
unbedâhter	ADJA
unbegeben	ADJD
unbegebene	ADJD
unbegraben	ADJD
unbegriffenlich	ADJD
unbegriffenlîche	ADJA
unbegrîfelich	ADJA
unbegrîfelîche	ADJA
unbegrîfelîchen	AVD
unbegrîfelîcher	ADJA
unbegrîfelîchheit	NA
unbehaft	ADJD
unbehaltene	NA
unbehende	NA
unbehuot	ADJD
unbehuotsamheit	NA
unbehülfic	ADJD
unbekande	ADJD
unbekanden	ADJA
unbekant	ADJD
unbekantnisse	NA
unbekennic	ADJD
unbeklât	ADJD
unbekumbert	ADJD
unbekumbertes	ADJA
unbekumbertez	ADJA
unbekârt	ADJD
unbekêrt	ADJD;ADJA
unbekêrte	ADJD
unbeliumet	ADJD
unbenomen	ADJD
unbequâme	AVD
unbequæmelîche	ADJD
unbequæmicheit	NA
unberat	ADJD
unberedet	ADJD
unberehafticheite	NA
unbereit	ADJD
unbereitet	ADJD
unberende	ADJA
unberentiu	ADJA
unberhaft	ADJD
unberhaften	ADJA
unberhafticheit	NA
unberiht	ADJD
unberihte	NA
unberihtet	ADJD
unberoubet	ADJD
unberuochet	ADJD
unberâten	ADJD;ADJA
unberâtene	ADJA
unberüeret	ADJD
unberüerte	ADJA
unberüerten	ADJA
unbescheide	NA
unbescheiden	ADJD;ADJA
unbescheidenez	ADJA
unbescheidenheit	NA
unbescheidenheite	NA
unbescheidenlîche	AVD
unbescheidenlîchen	AVD
unbeschihtet	ADJD
unbescholten	ADJD
unbeschriben	ADJD
unbesezzen	ADJD
unbesiht	NA
unbeslozzen	ADJD
unbesniten	ADJA
unbesnitene	ADJA
unbesnitenen	ADJA
unbesprochenlîche	AVD
unbestriten	ADJD
unbesuochet	ADJD
unbesuochetem	ADJD
unbesuocheten	ADJD;ADJA
unbesuochetez	ADJD;ADJA
unbesuocht	ADJD
unbesuohten	ADJA
unbeterminierelîchen	ADJA
unbetrahtet	ADJD
unbetrogen	ADJD;ADJN
unbetrüebet	ADJD
unbetwungen	ADJD;ADJA
unbevangen	ADJD
unbevlecket	ADJD
unbevleckete	ADJA
unbevlecketen	ADJA
unbevunden	ADJA
unbewagete	ADJD
unbewaret	ADJD
unbewart	ADJD
unbewegelich	ADJD
unbewegelîche	AVD
unbeweget	ADJD
unbewollen	ADJA;ADJD;ADJN
unbewollene	ADJD;ADJA
unbewolleniu	ADJA
unbeworren	ADJD
unbezalt	ADJD
unbiderbe	ADJD;ADJA
unbiderbicheit	NA
unbilde	NA
unbildes	NA
unbilede	NA
unbiledes	NA
unbillich	ADJD
unbillicher	ADJD
unbillîche	AVD
unbillîchen	ADJA
unbillîcher	ADJA
unblîde	ADJD
unblîden	ADJA
unbruoderlich	ADJD
unbruoderlîche	AVD
unbære	ADJD;ADJN
unbæric	ADJD
unbærigen	ADJA
unbûw	NA
unciam	NA
unctio	NA
unctione	NA
und	APPR;AVD;KO*;KON
undanc	NA;ADJN;AVD
undanchaften	ADJA
undancnæme	NA;ADJD
undancnæmigheit	NA
undanke	NA
undanken	NA
undankes	NA;AVD
unde	AVD;NA;$_;PAVAP;APPR;KO*;KON;FM
unden	PAVAP;AVD
undenclich	ADJD
undene	PAVAP;AVD
undenân	AVD
under	AVD;ADJD;VVFIN;PAVAP;ADJA;APPR;PTKVZ
underbaneketen	VVFIN
underbiegen	VVFIN
underbint	NA
underbinte	NA
underbinten	VVFIN
underbogen	VVPP
underbrach	VVFIN
underbrechen	VVINF
underbrich	NA;VVIMP
underbriten	VVPP
underbrâhten	VVFIN
underbunten	VVPP
underdes	AVD
underdienen	VVINF
underdienenne	NA
underdienic	ADJD
underdige	NA
underdigenen	NA
underdigenene	NA
underdigunge	NA
underdinge	NA
underdinges	NA
underdingest	VVFIN
underdiu	KOUS;AVD
underdringen	VVINF
underdrungen	VVPP
underdrücke	VVIMP
underdrünge	VVFIN
undere	PAVAP
undereme	ADJA
underen	VVINF
underest	AVD
undereste	ADJA;AVD
underganc	NA
undergange	NA
undergangen	VVFIN;VVPP
underganges	NA
undergeben	VVINF
undergedingen	NA
undergeit	VVFIN
undergeligen	VVFIN
undergenôz	NA
undergesinde	NA
undergienc	VVFIN
undergieng	VVFIN
undergienge	VVFIN
undergraben	VVINF
undergruop	VVFIN
undergruozten	VVFIN
undergrâzen	VVINF
undergurten	ADJA
undergân	VVINF
undergên	VVINF
underhalp	APPR;AVD
underhanten	AVD
underhazzent	VVFIN
underhiewen	VVFIN
underhiuwen	VVFIN
underhoeric	ADJD
underhouwen	VVINF;VVPP
underkant	VVPP
underkennen	VVINF
underkleider	NA
underkomen	VVINF;VVPP
underkomunge	NA
underkoufe	NA
underkoufær	NA
underkoufære	NA
underkum	VVIMP
underkumen	ADJA;VVINF;VVPP
underkumft	NA
underkunft	NA
underkusten	VVFIN
underkuster	NA
underkusters	NA
underkêrunge	NA
underköufel	NA
underlac	VVFIN
underlegen	VVINF
underleget	VVIMP
underleit	VVPP
underlige	VVFIN
underligen	VVFIN;VVINF
underlist	NA
underlâz	NA
underlâze	NA
underlâzen	VVINF
underlückelinge	NA
undermangt	VVPP
undermarke	NA
undermengen	VVINF
undermenget	VVFIN;VVPP
underminnent	VVFIN
undermischet	VVPP
undern	ADJA
undernam	VVFIN
undernim	VVIMP
undernimet	VVFIN
undernomen	VVPP
undernâmen	VVFIN
undernæmen	VVFIN
underordinieret	VVPP
underpfant	NA
underpfante	NA
underphande	NA
underquam	VVFIN
underquâmen	VVFIN
underrede	NA
underredeten	VVFIN
underreizen	VVINF
underrihte	VVFIN
undersage	VVFIN
undersatzt	VVPP
undersaz	VVFIN
undersazt	VVPP
underschackieret	VVPP
underscheide	NA;VVFIN
underscheiden	VVINF;VVPP;NA;ADJD;VVFIN
underscheidenheite	NA
underscheidenlich	ADJD
underscheides	NA
underscheidet	VVFIN
underscheidunge	NA
underscheidungen	NA
underscheit	NA
underscherme	NA
underschidelîchen	AVD
underschidenlich	ADJD
underschideten	VVFIN
underschidunge	NA
underschieben	VVINF
underschieden	VVFIN
underschiet	VVFIN
underschupfe	VVIMP
underschupfen	VVINF
underschupfære	NA
underschupfæres	NA
underschîdet	VVFIN
undersehen	VVINF
undersetze	VVFIN
undersetzen	VVINF
undersetzest	VVFIN
undersetzet	VVPP
undersient	VVFIN
undersint	VVFIN
undersleif	VVFIN
underslichen	VVPP
undersliefen	VVINF
undersliefære	NA
undersliufet	VVFIN
undersliufære	NA
undersluoc	VVFIN
undersluogen	VVFIN
underslîche	VVFIN
underslîchen	VVINF;VVFIN
undersniten	VVPP
undersnîden	VVFIN
underst	AVD
understeit	VVFIN
understen	ADJA
understiuret	VVFIN
understiveln	VVINF
understivelt	VVFIN
understoezet	VVFIN
understunt	AVD
understunten	AVD
understuolen	NA
understuonden	VVFIN
understuont	VVFIN
understâchen	VVFIN
understân	VVINF;VVPP
understê	VVFIN
understêt	VVFIN
understôz	NA
undersâgen	VVFIN
undersâhen	VVFIN
undersîn	VVINF
undertet	VVFIN
underthalp	APPR
undertrage	VVFIN
undertragen	VVINF;VVPP
undertragene	NA
undertraht	NA
undertuo	VVIMP
undertuon	VVINF;VVFIN
undertuost	VVFIN
undertuot	VVFIN
undertân	ADJA;ADJN;VVPP;NA;ADJD
undertâne	ADJA;NA;ADJS;ADJD
undertânen	NA;ADJA
undertâner	ADJA
undertânes	NA
undertânez	ADJA
undertæne	NA;ADJD
undertænen	ADJA
undertænic	ADJD;ADJA
undertænicheite	NA
undertæniger	ADJA
undertæniges	ADJA
underval	NA
undervall	NA
undervangen	VVPP
undervar	VVFIN
undervaren	VVPP
undervarn	VVINF;VVPP
undervazzen	VVINF
undervert	VVFIN
undervienc	VVFIN
undervliezente	VVPS
undervlôz	VVFIN
undervolge	VVFIN
undervuor	VVFIN
undervâhe	VVFIN
undervâhen	VVINF
undervüegende	NA
underwahsen	ADJA;VVINF
underwant	VVFIN
underwar	VVFIN
underweben	ADJA;VVPP
underwegen	AVD
underwerf	NA
underwerfest	VVFIN
underwinden	VVINF
underwindent	VVFIN
underwindes	VVFIN
underwint	VVIMP
underwinte	VVIMP;VVFIN
underwinten	VVFIN;VVINF
underwintent	VVFIN
underwintes	VVFIN
underwintest	VVFIN
underwintet	VVIMP;VVFIN
underwirfest	VVFIN
underwist	VVPP
underworfen	VVPP
underworfeneme	ADJA
underworfenheit	NA
underworht	VVPP
underwunden	VVFIN;VVPP
underwunten	VVFIN;VVPP
underwîle	AVD
underwîlen	AVD
underwîlent	AVD
underwîse	VVIMP;VVFIN
underwîsen	VVFIN;VVINF
underwîsent	VVFIN
underwîsest	VVFIN
underwîset	VVFIN;VVPP
underwîsete	VVFIN
underwünte	VVFIN
underzele	VVFIN
underziehe	VVFIN
underziehente	VVPS
underzoc	NA
underzogen	VVPP
underzogene	ADJA
underzugen	VVFIN
underzweiunge	NA
underzwischen	AVD
underzîhe	VVFIN
underzücke	VVFIN
undiemüete	NA
undienest	NA
undienesthafte	NA
undinc	NA
unduldete	VVFIN
undultigiu	ADJA
undunge	NA
undurchnehtige	NA
undurft	NA
undurfte	AVD
undurften	AVD
undurftn	NA
undurhnehte	NA
undurnehte	NA
undurnehtige	ADJD
undurnehtigen	ADJA
undâre	AVD
undöuwe	NA
undürftinges	ADJA
uneben	ADJD;AVD
unebene	AVD
unedel	ADJD
unedele	ADJA
unedelen	ADJA
unedeler	ADJD
unedeln	ADJA
unedels	ADJA
uneigenlîche	AVD
uneintrehticheit	NA
unende	NA
unendehaft	ADJD
unendelich	ADJD
unendelîche	AVD
unenpfüeret	ADJD
unentgenzet	ADJD
unentige	ADJA
unentigen	ADJD
unentsetzeliche	ADJD
unentvenclich	ADJD
unentwichen	ADJD
unerbarmede	NA
unerbarmherzicheit	NA
unerbarmic	ADJD
unerbarmiclîchen	AVD
unerbarmigez	ADJA
unerbermede	NA
unerbolgen	ADJD
unerbouwen	ADJD
unerbouwenen	ADJD
unerdrozzen	ADJD
unerdrozzene	AVD
unerdrozzenlîche	AVD
unergangen	ADJD
unergetzet	ADJD
unergrüntlich	ADJD
unerhaben	ADJD
unerhôrt	ADJD
unerkant	ADJD
unerkantiu	ADJA
unerkantlich	ADJD
unerkomenlîche	AVD
unerlegen	ADJD
unerloeset	ADJD
unerloubet	ADJD
unerloubeten	ADJA
unerlôst	ADJD
unermezzen	ADJA
unermezzenen	ADJA
unermezzener	ADJA
unermezzenlîche	AVD
unermezzenlîchen	AVD
unerrachlich	ADJN
unerrachlîche	ADJA
unerrachlîchen	ADJD
unerrechet	ADJD
unerrochen	ADJD
unerschaffenen	ADJA
unerschepfeten	ADJA
unerschrocken	ADJD
unerschrockener	ADJD
unerschrockenlîchen	AVD
unerslagen	ADJD
unerslagenez	ADJD
unerstorben	ADJD
unersuochtes	ADJA
unertic	ADJD
unervallendeme	ADJA
unervarlîchen	ADJA
unervarn	ADJD;ADJA
unervohtenlîchen	ADJA
unervorht	ADJD;ADJN
unervorhten	ADJD;ADJN
unervorschbære	ADJD
unervunden	ADJD
unerværet	ADJD
unervært	AVD
unervûlt	ADJD
unervüllet	ADJD
unerwegen	ADJD;ADJA
unerwendet	ADJA
unerwert	ADJD
unezzende	ADJD
ungancheit	NA
unganz	ADJD
unganziu	ADJA
ungastlîche	NA
ungastlîchiu	ADJA
unge	FM
ungeahtet	ADJD
ungearcwânt	ADJD
ungearen	ADJD
ungebachen	ADJD
ungebacken	ADJA
ungebeitet	ADJD
ungebeitte	AVD
ungebeten	ADJD
ungebetet	ADJD
ungebezzert	ADJD
ungebiderbet	ADJD
ungeblant	ADJD
ungebluwen	ADJD
ungeboren	ADJD
ungeborene	ADJA;ADJN
ungeborener	ADJD;ADJA
ungeboten	ADJA
ungebouge	ADJD
ungebrievet	ADJD
ungebrochen	ADJD
ungebrosten	ADJD
ungebrâchet	ADJD;ADJN
ungebrâcheten	ADJA
ungebrûche	NA
ungebunden	ADJD
ungebær	NA
ungebærde	NA
ungebærden	ADJA
ungebære	NA;VVIMP
ungebæreden	NA
ungebæren	NA
ungebûwen	ADJD
ungebüezet	ADJD;ADJA
ungebürlîche	AVD
ungedanc	NA
ungedanke	NA
ungedienet	ADJD
ungediute	ADJD
ungedroschen	ADJD
ungedroschenen	ADJD
ungedult	NA
ungedulte	NA
ungedultic	ADJD
ungedultigen	ADJA
ungedwagen	ADJD
ungedâht	ADJA
ungegeben	ADJD
ungegrüezet	ADJD
ungehabe	NA
ungehaltic	ADJD
ungehazzet	ADJD
ungehebe	ADJD
ungehebede	NA
ungeheizet	ADJD
ungehindert	ADJD;AVD
ungehinderte	ADJA
ungehindertere	ADJA
ungehirme	NA;ADJD
ungehiur	ADJA
ungehiure	ADJN;ADJA;AVD;ADJD
ungehiuren	NA;ADJA
ungehiurlîche	AVD
ungehoere	ADJD
ungehoerende	ADJN;ADJD;ADJA
ungehoerenden	ADJA
ungehoeret	ADJD
ungehoeric	ADJD
ungehoernde	ADJD
ungehoert	ADJD
ungehoerte	ADJD
ungehoerten	ADJA
ungeholfen	AVD
ungehuhtic	ADJD
ungehîwet	ADJD
ungehôrsam	ADJA;NA;ADJD
ungehôrsame	NA;ADJA
ungehôrsamelîche	AVD
ungehôrsamen	ADJA
ungehôrsamer	ADJA
ungehôrsamheit	NA
ungehôrsamicheit	NA
ungehôrsamicheite	NA
ungehôrsamkeite	NA
ungehôrsamn	NA
ungehôrt	ADJD
ungeil	ADJD;ADJN
ungeistlicher	ADJD
ungeklaget	ADJD
ungekleidet	ADJD
ungekreftiget	ADJD;ADJA
ungekriute	NA
ungekriutes	NA
ungelabet	ADJD
ungeladet	ADJD
ungelegen	ADJD
ungeleidigete	ADJD
ungeleidigetem	ADJD
ungelesen	ADJD
ungelimpf	NA
ungelimpfe	NA
ungelimpfic	ADJA
ungelimpflîche	AVD
ungeliutert	ADJD
ungelogen	ADJN;ADJD;ADJA
ungeloube	NA
ungeloubelich	ADJD
ungelouben	NA
ungeloubes	NA
ungeloubic	ADJD;ADJA
ungeloubige	ADJA
ungeloubigeme	ADJA
ungeloubigen	ADJA
ungeloubiger	ADJA
ungeloubigez	ADJA
ungeloufe	NA
ungelt	NA
ungelte	NA
ungeltes	NA
ungeltær	NA
ungelust	NA
ungelustic	ADJD
ungelâze	NA
ungelêret	ADJD;ADJA
ungelêrete	ADJA
ungelêreten	ADJA
ungelêrt	ADJD
ungelêrte	ADJA
ungelêrten	ADJA
ungelêrter	ADJA
ungelîch	ADJD;ADJN
ungelîche	ADJD;ADJA;AVD
ungelîchem	ADJA
ungelîchen	ADJA
ungelîches	ADJA
ungelîchheit	NA
ungelîchiu	ADJA
ungelônet	ADJD
ungelôst	ADJD
ungelücke	NA
ungelückes	NA
ungelückic	ADJD
ungelünster	NA
ungemach	NA;ADJD
ungemache	NA;AVD
ungemacher	ADJA
ungemacherer	ADJD
ungemaches	NA
ungemaht	NA
ungemanet	ADJD
ungemechelîchen	AVD
ungemechlich	ADJD
ungemechlîchen	AVD
ungemeiletez	ADJA
ungemeiliget	ADJA;ADJD;ADJN
ungemeiligete	ADJD
ungemeiligeten	ADJD;ADJA
ungemeiligeter	ADJD
ungemeiligetiu	ADJA
ungemeinsame	NA
ungemeit	ADJN;ADJD;ADJA
ungemeldet	ADJD
ungemenget	ADJD
ungemengeten	ADJA
ungemezzen	ADJD;ADJA
ungemezzenen	ADJA
ungemezzeniu	ADJA
ungemietet	ADJD
ungeminnet	ADJD
ungemuot	NA;ADJD
ungemuote	NA;ADJA
ungemuoter	ADJD
ungemâset	ADJD
ungemære	ADJD
ungemæze	ADJD;ADJA
ungemüejet	ADJD
ungemüete	NA
ungemüetes	NA
ungenant	ADJN;ADJD;ADJA
ungenesen	ADJD
ungenist	NA
ungenoetet	ADJD
ungenozzen	ADJD
ungenuht	NA
ungenuhte	NA
ungenâde	NA
ungenâden	NA
ungenâdene	NA
ungenædelîche	AVD
ungenædic	ADJD
ungenædiclich	ADJD
ungenædiclîche	AVD
ungenædiger	ADJD
ungenædiges	ADJA
ungenæjet	ADJD
ungenæme	ADJD;ADJA
ungenæmen	ADJA
ungenôz	NA
ungenôzen	NA
ungenôzsame	NA
ungenüege	NA
ungenühticheit	NA
ungeordenete	ADJA
ungeordeneten	ADJA
ungeordeneter	ADJA
ungeordenunge	NA
ungeordenungen	NA
ungeprüevet	ADJD;ADJA
ungequît	ADJD
ungerech	NA;ADJD
ungereche	NA
ungerechen	NA
ungerechenten	ADJA
ungereches	NA
ungereht	NA;ADJD;ADJA
ungerehte	ADJA
ungerehten	ADJA
ungerehtez	ADJA
ungerehticheit	NA
ungereisic	ADJD
ungereit	ADJD
ungereite	ADJD
ungerihte	NA
ungerihtet	ADJD
ungerische	ADJA
ungerischen	ADJA
ungerne	AVD
ungerochen	ADJD
ungerochene	ADJA
ungeruowet	ADJD
ungeruowigen	ADJA
ungerâten	ADJA
ungeræte	NA
ungeræten	NA
ungerüemet	ADJD
ungerüeret	ADJD
ungesaget	ADJD
ungesagete	ADJD
ungesatlîche	ADJA
ungeschaffen	ADJA
ungeschaffenere	ADJA
ungeschaffenheit	NA
ungeschande	ADJD
ungeschart	ADJD;ADJN
ungescheiden	ADJN;ADJD;ADJA
ungescheidene	ADJA
ungescheidenen	ADJA
ungescheidener	ADJA
ungeschelte	ADJA
ungeschendet	ADJD
ungeschendete	ADJD
ungeschiht	NA;ADJD
ungeschriben	ADJD
ungeschribene	ADJA
ungeschrôten	ADJN
ungeschuoch	ADJD
ungesegenet	ADJD
ungesehen	ADJD
ungesehende	ADJD;ADJA
ungesehenden	ADJA
ungeselliclîche	AVD
ungesezzen	ADJN
ungesihtic	ADJA;ADJD;ADJN
ungesihticlîchen	ADJA
ungesihtlich	ADJD;ADJN
ungesihtlîchheit	NA
ungesin	NA
ungesiunlîche	ADJA
ungesiunlîchen	ADJN;ADJA
ungeslagen	ADJD
ungeslaht	ADJN
ungeslahte	NA
ungeslahten	ADJA
ungesliffen	ADJD
ungeslizzen	ADJD
ungeslâfen	ADJD
ungesmac	ADJD
ungesoten	ADJD
ungesotenen	ADJA
ungesotenes	ADJA
ungespannen	ADJD
ungespart	ADJD;AVD
ungesparter	ADJN
ungespilet	ADJD
ungesprenget	ADJD
ungesprochen	ADJD;ADJA
ungesprochenlîche	ADJA
ungespræche	ADJD
ungestalt	ADJD;ADJN
ungestalteste	ADJA
ungestanden	ADJD
ungestehelt	ADJD
ungestellet	ADJD
ungestillentlîche	AVD
ungestillentlîchen	ADJA
ungestriten	ADJD
ungestôzen	ADJD
ungestüeme	NA;ADJD
ungestüemede	NA
ungestüemicheit	NA
ungesunde	NA;ADJA
ungesunden	ADJD;ADJA
ungesunder	ADJA
ungesundes	ADJA
ungesungen	ADJD
ungesunt	ADJD;ADJA
ungesuntheit	NA
ungesunticheiten	NA
ungesuocht	ADJD
ungeswachete	ADJN
ungeswichen	ADJD
ungesworen	ADJD
ungeswâse	AVD
ungesûmet	ADJD
ungesüezet	ADJD
ungeteilet	ADJD
ungetoetet	ADJD
ungetoufet	ADJD
ungetoufete	ADJA
ungetoufeten	ADJA
ungetragen	ADJD
ungetriuwe	ADJA;ADJN;AVD;NA;ADJD
ungetriuweheite	NA
ungetriuwelich	ADJD
ungetriuwelîche	AVD
ungetriuwelîchen	ADJA;AVD
ungetriuwem	ADJA
ungetriuwen	NA;ADJA;ADJN
ungetriuwer	ADJN;ADJA
ungetriuweste	ADJA
ungetriuwez	ADJA
ungetroestet	ADJD
ungetrunken	ADJD
ungetrôst	ADJD
ungetungeten	ADJD
ungetân	ADJD;ADJN
ungetânen	ADJA
ungetât	NA
ungetürstiger	ADJD
ungeurloubeten	ADJA
ungevagede	NA
ungeval	NA
ungevangen	ADJD
ungevar	ADJD
ungeveget	ADJD
ungevell	NA
ungevelle	NA
ungevellic	ADJD
ungevelliclich	ADJD
ungevelliclîche	AVD
ungevelliclîchen	ADJA
ungevelliger	ADJA
ungevelliges	ADJA
ungevelschet	ADJD
ungeverte	NA
ungevlecketem	ADJN
ungevolgic	ADJD
ungevorderetes	ADJA
ungevordertes	ADJA
ungevratet	ADJD;ADJA
ungevridesame	NA
ungevröuwet	ADJD
ungevuoc	NA;ADJD
ungevuoclîche	AVD
ungevuoge	AVD
ungevuoger	ADJA
ungevuore	NA
ungeværlîchen	ADJA
ungevüege	ADJN;ADJA;ADJD
ungevüegen	ADJA
ungevüeger	ADJA
ungevüegiu	ADJA
ungevüere	NA
ungewahsen	ADJD;ADJN
ungewahsenen	ADJA
ungewalken	ADJN
ungewalt	NA
ungewaltic	ADJD
ungewande	NA
ungewankter	ADJA
ungewar	ADJD
ungewarde	NA
ungewareheite	NA
ungewaren	ADJA
ungewarheite	NA
ungewarn	ADJA
ungewarnet	ADJD
ungewarsame	NA
ungewaschen	ADJA
ungewegede	AVD
ungewegen	ADJD;AVD
ungeweget	ADJD
ungeweinte	ADJD
ungewelte	NA
ungewendet	ADJD
ungewenet	ADJD
ungewenket	ADJD
ungeweret	ADJD
ungewerlich	ADJD
ungewerlicher	ADJD
ungewerlîche	AVD
ungewerlîchen	ADJA
ungewerlîcher	ADJA
ungewerlîchesten	ADJA
ungewert	ADJD;VVPP
ungewertet	ADJD
ungewin	NA
ungewinne	NA
ungewis	ADJD;AVD
ungewise	ADJA
ungewisheit	NA
ungewislîchen	AVD
ungewisse	NA;ADJD;ADJA;AVD
ungewissen	ADJA
ungewissere	ADJA
ungewissiu	ADJA
ungewiter	NA
ungewitere	NA
ungewiteren	NA
ungewiteres	NA
ungewizzede	NA
ungewizzel	ADJD
ungewizzen	ADJD;ADJA
ungewizzene	NA
ungewizzener	ADJA
ungewizzenheit	NA
ungewon	ADJD
ungewone	ADJD
ungewoneheit	NA
ungewoneheite	NA
ungewonelich	ADJD
ungewoniclich	ADJD
ungewonlich	ADJD;ADJA
ungewonlîche	ADJA
ungewonlîchen	ADJA
ungeworben	ADJD
ungeworht	ADJD
ungewrochen	ADJD
ungewunnen	ADJD
ungewâfenet	ADJD
ungewære	ADJD;ADJN
ungewærlich	ADJD
ungewærlîches	ADJA
ungewürmes	NA
ungezalt	ADJA;ADJD;ADJN
ungezamt	ADJD
ungezeichenden	ADJA
ungezeichent	ADJD;ADJN
ungezogen	ADJD;ADJA
ungezogene	AVD
ungezogenen	ADJA
ungezogener	ADJA
ungezogenheit	NA
ungezogeniu	ADJA
ungezogenlich	ADJA
ungezogenlîche	AVD
ungezogenlîchen	AVD
ungezollet	ADJD
ungezumfte	NA
ungezwicket	ADJD
ungezzen	ADJD
ungezæme	NA;ADJD;ADJA
ungezæmen	ADJA
